,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1060,1060,Chevrolet Beat Diesel,Chennai,2011,109500,Diesel,Manual,Third,25,936,57,5,2
1061,1061,Mahindra XUV500 W4,Delhi,2017,13363,Diesel,Manual,First,16,1997,140,7,12
1062,1062,Hyundai i10 Era,Delhi,2012,51000,Petrol,Manual,Second,19,1086,68,5,2
1063,1063,Tata New Safari,Hyderabad,2007,103000,Diesel,Manual,First,13,2179,138,7,4
1064,1064,Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20,1197,78,5,2
1065,1065,Toyota Innova Crysta,Bangalore,2016,108000,Diesel,Automatic,First,11,2755,171,7,20
1066,1066,Skoda Laura Elegance,Jaipur,2010,82407,Diesel,Manual,First,17,1896,106,5,4
1067,1067,Hyundai Grand i10,Kolkata,2013,29000,Petrol,Manual,First,18,1197,82,5,3
1069,1069,Maruti Swift Dzire,Kolkata,2014,45000,Diesel,Manual,First,23,1248,74,5,4
1070,1070,Hyundai i20 Asta,Kochi,2010,93401,Diesel,Manual,First,23,1396,90,5,3
1071,1071,Ford Figo 2015-2019,Hyderabad,2017,95802,Diesel,Manual,Second,25,1498,99,5,5
1072,1072,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25,1248,88,7,7
1073,1073,Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20,1248,88,7,6
1074,1074,Honda City 1.5,Kochi,2016,47681,Petrol,Automatic,First,16,1497,116,5,9
1075,1075,Maruti Alto LXi,Hyderabad,2009,35000,Petrol,Manual,First,19,796,46,5,2
1076,1076,Ford Endeavour 3.2,Hyderabad,2016,68000,Diesel,Automatic,First,10,3198,197,7,30
1077,1077,Maruti Vitara Brezza,Kochi,2019,34688,Diesel,Manual,First,24,1248,88,5,10
1078,1078,Porsche Boxster S,Kolkata,2015,10512,Petrol,Automatic,First,8,2706,265,2,64
1079,1079,Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22,1248,74,5,8
1080,1080,Tata Zest Revotron,Mumbai,2014,40000,Petrol,Manual,First,17,1193,88,5,4
1081,1081,Hyundai i20 1.2,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17,1197,80,5,3
1082,1082,Skoda Fabia 1.4,Mumbai,2009,86000,Diesel,Manual,First,19,1422,70,5,3
1083,1083,Toyota Corolla Altis,Kolkata,2015,45000,Diesel,Manual,First,21,1364,87,5,7
1084,1084,Volkswagen Ameo 1.2,Ahmedabad,2017,55000,Petrol,Manual,First,17,1198,73,5,5
1085,1085,Hyundai Creta 1.6,Kochi,2016,36855,Petrol,Manual,Second,15,1591,121,5,9
1086,1086,Hyundai i10 Magna,Kochi,2013,46821,Petrol,Manual,First,20,1197,78,5,3
1087,1087,Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18,1199,76,5,2
1088,1088,Jaguar XF 3.0,Kolkata,2012,29000,Diesel,Automatic,First,14,2993,270,5,20
1089,1089,Nissan Terrano XL,Mumbai,2014,40000,Petrol,Manual,First,13,1598,102,5,5
1090,1090,Audi Q3 2012-2015,Delhi,2013,60000,Diesel,Automatic,Second,15,1968,174,5,14
1091,1091,Hyundai i10 Asta,Mumbai,2011,64984,Petrol,Automatic,First,16,1197,78,5,3
1092,1092,Maruti Alto K10,Pune,2015,73204,Petrol,Automatic,First,24,998,67,5,3
1093,1093,Audi Q7 4.2,Bangalore,2014,50000,Diesel,Automatic,First,11,4134,335,7,51
1094,1094,Maruti Vitara Brezza,Kolkata,2017,35000,Diesel,Manual,First,24,1248,88,5,6
1095,1095,Hyundai EON D,Hyderabad,2013,17729,Petrol,Manual,First,21,814,55,5,4
1096,1096,Mahindra XUV300 W8,Chennai,2012,97000,Diesel,Manual,First,20,1497,115,5,7
1097,1097,Hyundai Verna CRDi,Kochi,2014,89614,Diesel,Manual,First,22,1582,126,5,6
1098,1098,Maruti Wagon R,Kolkata,2015,14000,Petrol,Manual,First,18,998,67,5,3
1099,1099,Hyundai i20 Sportz,Chennai,2012,50000,Petrol,Manual,First,17,1197,80,5,4
1100,1100,Honda City i,Delhi,2014,62505,Petrol,Manual,First,17,1497,117,5,6
1101,1101,Toyota Innova 2.5,Chennai,2011,248000,Diesel,Manual,Second,12,2494,102,7,9
1102,1102,Hyundai Verna CRDi,Pune,2012,94900,Diesel,Manual,First,16,1493,110,5,5
1103,1103,Tata Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17,2179,153,7,12
1104,1104,Audi Q7 3.0,Coimbatore,2015,53735,Diesel,Automatic,Second,12,2967,241,7,39
1105,1105,Maruti Wagon R,Coimbatore,2008,53934,Petrol,Manual,Second,18,998,67,5,3
1106,1106,BMW 5 Series,Bangalore,2013,58500,Diesel,Automatic,Second,17,1995,218,5,28
1107,1107,Honda Amaze EX,Kolkata,2014,48000,Petrol,Manual,First,18,1198,86,5,3
1108,1108,Maruti Alto 800,Mumbai,2016,24000,Petrol,Manual,First,24,796,47,5,3
1109,1109,Hyundai Verna 1.6,Mumbai,2016,52001,Petrol,Manual,First,17,1591,121,5,6
1110,1110,Tata Tiago 1.2,Coimbatore,2018,9565,Petrol,Manual,First,23,1199,84,5,6
1111,1111,Maruti Swift LXI,Pune,2013,32953,Petrol,Manual,First,18,1197,85,5,5
1112,1112,Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21,814,55,5,2
1113,1113,Mercedes-Benz E-Class E,Kochi,2018,20446,Petrol,Automatic,First,12,1950,191,5,51
1114,1114,Hyundai i20 Magna,Hyderabad,2016,33016,Diesel,Manual,First,22,1396,88,5,7
1115,1115,Toyota Etios VD,Chennai,2012,48000,Diesel,Manual,First,23,1364,67,5,5
1116,1116,Toyota Corolla Altis,Coimbatore,2014,72022,Diesel,Manual,First,21,1364,87,5,9
1117,1117,Mini Cooper 5,Ahmedabad,2014,34000,Diesel,Automatic,First,20,1496,113,5,22
1118,1118,Volkswagen Polo 1.5,Hyderabad,2014,69000,Diesel,Manual,First,20,1498,88,5,5
1119,1119,Skoda Superb Elegance,Pune,2009,108000,Petrol,Automatic,First,13,1798,157,5,4
1120,1120,Mercedes-Benz E-Class 2009-2013,Hyderabad,2013,34700,Diesel,Automatic,First,10,2148,170,5,24
1121,1121,Maruti Swift VDi,Pune,2015,79000,Diesel,Manual,First,17,1248,75,5,6
1122,1122,Honda City i,Kochi,2016,58197,Petrol,Automatic,First,18,1497,117,5,9
1123,1123,BMW 7 Series,Pune,2008,66000,Petrol,Automatic,Second,8,2979,321,5,11
1124,1124,Hyundai i10 Magna,Bangalore,2009,60000,Petrol,Automatic,First,19,1197,80,5,3
1125,1125,Maruti Swift Dzire,Kolkata,2014,57000,Diesel,Manual,First,26,1248,74,5,4
1126,1126,Honda City i,Coimbatore,2018,45555,Diesel,Manual,First,26,1498,98,5,12
1127,1127,Maruti Omni 8,Coimbatore,2016,55137,Petrol,Manual,First,14,796,35,5,3
1128,1128,Skoda Superb 2009-2014,Jaipur,2014,93325,Diesel,Manual,Second,17,1968,138,5,14
1129,1129,Maruti Ertiga SHVS,Ahmedabad,2018,38000,Diesel,Manual,First,24,1248,88,7,9
1130,1130,Hyundai Grand i10,Kochi,2016,57738,Diesel,Manual,First,24,1120,70,5,5
1131,1131,Maruti Ciaz VDi,Jaipur,2017,38282,Diesel,Manual,First,28,1248,88,5,8
1132,1132,Mercedes-Benz New C-Class,Delhi,2014,64000,Diesel,Automatic,First,19,2143,170,5,16
1133,1133,Fiat Avventura MULTIJET,Mumbai,2015,32000,Diesel,Manual,First,20,1248,91,5,6
1134,1134,Mercedes-Benz E-Class 2009-2013,Bangalore,2010,83000,Petrol,Automatic,First,10,2497,204,5,16
1135,1135,Maruti Zen Estilo,Ahmedabad,2011,76000,CNG,Manual,First,26,998,67,5,2
1136,1136,Volkswagen Vento Petrol,Pune,2012,67200,Petrol,Manual,First,15,1598,103,5,4
1137,1137,BMW 3 Series,Jaipur,2013,62655,Diesel,Automatic,First,18,1995,184,5,14
1138,1138,BMW 5 Series,Bangalore,2015,16900,Diesel,Automatic,First,14,2993,258,5,44
1139,1139,Hyundai Grand i10,Delhi,2017,8471,Petrol,Manual,First,18,1197,81,5,5
1140,1140,Toyota Innova Crysta,Hyderabad,2016,69000,Diesel,Automatic,First,11,2755,171,7,20
1141,1141,Renault Duster 110PS,Coimbatore,2017,30090,Diesel,Automatic,First,19,1461,108,5,11
1142,1142,Tata Indica Vista,Chennai,2011,120000,Diesel,Manual,First,18,1248,75,5,2
1144,1144,Mercedes-Benz E-Class 2009-2013,Kochi,2016,35939,Petrol,Manual,First,12,1796,185,5,30
1145,1145,Mahindra XUV500 W8,Coimbatore,2013,116694,Diesel,Manual,First,15,2179,140,7,10
1146,1146,Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15,2523,62,7,4
1147,1147,Maruti Vitara Brezza,Coimbatore,2018,64456,Diesel,Manual,First,24,1248,88,5,10
1148,1148,Fiat Avventura MULTIJET,Pune,2014,52782,Diesel,Manual,First,20,1248,91,5,5
1149,1149,Honda Amaze S,Kochi,2016,51672,Petrol,Manual,First,19,1199,88,5,6
1150,1150,Skoda Superb Elegance,Mumbai,2015,56073,Petrol,Automatic,First,13,1798,157,5,13
1151,1151,Jaguar XF 3.0,Bangalore,2011,65000,Diesel,Automatic,First,14,2993,270,5,16
1152,1152,Maruti Wagon R,Chennai,2013,79000,Petrol,Manual,First,18,998,67,5,3
1154,1154,Toyota Corolla Altis,Mumbai,2010,70200,Petrol,Automatic,First,14,1798,138,5,5
1155,1155,Maruti Swift VXi,Delhi,2016,42000,Petrol,Manual,First,16,1197,85,5,5
1156,1156,Volkswagen Polo 1.2,Bangalore,2014,62000,Petrol,Manual,First,16,1198,74,5,5
1157,1157,Hyundai Grand i10,Hyderabad,2017,20000,Petrol,Manual,First,18,1197,81,5,6
1158,1158,Maruti SX4 ZDI,Chennai,2011,80000,Diesel,Manual,Third,21,1248,88,5,4
1159,1159,Hyundai Grand i10,Kochi,2018,50234,Petrol,Manual,First,18,1197,81,5,5
1160,1160,Maruti Baleno Delta,Delhi,2016,50003,Petrol,Manual,First,21,1197,83,5,5
1161,1161,Tata Tigor 1.2,Ahmedabad,2018,1000,Petrol,Automatic,First,20,1199,84,5,7
1162,1162,Maruti Swift Dzire,Jaipur,2016,54897,Diesel,Automatic,First,26,1248,74,5,7
1163,1163,Tata Indica GLS,Pune,2007,108995,Petrol,Manual,First,15,1193,65,5,1
1164,1164,Maruti SX4 S,Chennai,2015,73000,Diesel,Manual,First,22,1598,118,5,8
1165,1165,Maruti Swift VXI,Ahmedabad,2008,65000,Petrol,Manual,First,16,1298,88,5,3
1166,1166,Hyundai Xcent 1.2,Kolkata,2016,32000,Petrol,Manual,First,19,1197,82,5,4
1167,1167,Hyundai i20 1.2,Ahmedabad,2010,65000,Petrol,Manual,First,18,1197,80,5,3
1168,1168,Maruti Celerio VXI,Hyderabad,2016,21600,Petrol,Automatic,First,23,998,67,5,5
1169,1169,Mercedes-Benz New C-Class,Mumbai,2010,39000,Diesel,Automatic,First,14,2143,170,5,10
1170,1170,Maruti Swift Dzire,Mumbai,2011,58075,Petrol,Manual,First,17,1298,85,5,3
1171,1171,Volkswagen Vento Petrol,Mumbai,2011,58000,Petrol,Manual,First,15,1598,103,5,3
1172,1172,Maruti Swift ZDi,Hyderabad,2015,58000,Diesel,Manual,First,25,1248,74,5,6
1173,1173,Toyota Corolla Altis,Delhi,2008,89000,Petrol,Automatic,First,14,1798,138,5,4
1174,1174,Honda Civic 2006-2010,Delhi,2008,72000,Petrol,Manual,First,13,1799,130,5,2
1175,1175,Ford EcoSport 1.5,Kolkata,2017,1800,Petrol,Automatic,First,16,1499,110,5,11
1176,1176,Fiat Linea Emotion,Pune,2010,172050,Diesel,Manual,Second,19,1248,93,5,2
1177,1177,Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19,1086,68,5,3
1178,1178,Volvo XC60 D5,Kochi,2014,86925,Diesel,Automatic,First,11,2400,215,5,17
1179,1179,Hyundai i20 1.2,Jaipur,2018,5000,Petrol,Manual,First,18,1197,81,5,6
1180,1180,Honda City i,Ahmedabad,2014,66000,Diesel,Manual,First,26,1498,98,5,6
1181,1181,Toyota Innova 2.5,Ahmedabad,2013,119000,Diesel,Manual,First,12,2494,100,8,8
1182,1182,Renault KWID RXT,Chennai,2016,45000,Petrol,Manual,First,25,799,53,5,3
1183,1183,Maruti A-Star Vxi,Hyderabad,2009,66149,Petrol,Manual,First,19,998,66,5,2
1184,1184,Mercedes-Benz B Class,Kochi,2014,42070,Petrol,Automatic,First,14,1595,120,5,12
1185,1185,Maruti Wagon R,Kolkata,2012,35503,Petrol,Manual,First,18,998,67,5,2
1186,1186,Maruti Swift VDI,Jaipur,2016,41460,Diesel,Manual,First,25,1248,74,5,6
1187,1187,Hyundai Verna VTVT,Mumbai,2015,40600,Petrol,Automatic,First,17,1591,121,5,7
1188,1188,Hyundai Verna CRDi,Ahmedabad,2013,87000,Diesel,Automatic,First,22,1582,126,5,6
1189,1189,Honda City V,Chennai,2014,30000,Petrol,Manual,Second,16,1497,116,5,6
1190,1190,Hyundai i10 Magna,Kolkata,2010,27089,Petrol,Manual,First,16,1086,66,5,2
1191,1191,Toyota Etios GD,Coimbatore,2016,53702,Diesel,Manual,First,23,1364,67,5,7
1192,1192,Volvo S60 D4,Hyderabad,2015,51000,Diesel,Automatic,First,27,1969,190,5,25
1193,1193,Ford Figo Diesel,Kolkata,2012,36542,Diesel,Manual,First,20,1399,68,5,3
1194,1194,Mercedes-Benz E-Class 2015-2017,Mumbai,2017,15000,Diesel,Automatic,First,13,2987,265,5,70
1195,1195,BMW 3 Series,Chennai,2012,65000,Diesel,Automatic,First,22,1995,190,5,14
1196,1196,Maruti Alto 800,Pune,2014,32000,Petrol,Manual,Second,22,796,47,5,2
1197,1197,Toyota Innova Crysta,Hyderabad,2017,24393,Diesel,Manual,First,13,2393,147,7,20
1198,1198,Volkswagen Polo 1.0,Hyderabad,2019,1000,Petrol,Manual,First,18,999,75,5,6
1199,1199,Nissan Terrano XL,Mumbai,2014,28238,Petrol,Manual,First,13,1598,102,5,6
1200,1200,Mitsubishi Pajero Sport,Mumbai,2013,59000,Diesel,Manual,First,13,2477,175,7,13
1201,1201,Honda Civic 2010-2013,Mumbai,2012,92000,Petrol,Manual,Second,14,1799,130,5,3
1202,1202,Maruti Alto 800,Kolkata,2013,56840,Petrol,Manual,First,22,796,47,5,2
1203,1203,Volkswagen Vento Diesel,Coimbatore,2013,62746,Diesel,Manual,Second,20,1598,103,5,6
1204,1204,Land Rover Freelander,Hyderabad,2012,96000,Diesel,Automatic,First,12,2179,187,5,19
1205,1205,Honda CR-V 2.0L,Mumbai,2014,24000,Petrol,Manual,First,13,1997,153,5,12
1206,1206,Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20,1248,88,7,8
1207,1207,Toyota Innova 2.5,Chennai,2016,90000,Diesel,Manual,First,12,2494,100,7,14
1208,1208,Tata Manza Aura,Kolkata,2010,40000,Petrol,Manual,First,15,1368,90,5,1
1209,1209,Audi Q7 35,Mumbai,2015,65938,Diesel,Automatic,Second,12,2967,241,7,38
1210,1210,Hyundai Verna 1.6,Mumbai,2017,16100,Petrol,Automatic,First,17,1591,121,5,12
1211,1211,Volkswagen Vento 1.5,Hyderabad,2017,3600,Diesel,Automatic,First,21,1498,108,5,12
1212,1212,Honda City 1.5,Jaipur,2011,52000,Petrol,Manual,First,17,1497,118,5,4
1213,1213,Ford Figo Diesel,Mumbai,2014,54000,Diesel,Manual,First,20,1399,68,5,3
1214,1214,Honda Jazz 1.2,Mumbai,2016,15399,Petrol,Manual,First,18,1199,88,5,6
1215,1215,Volkswagen Polo Petrol,Bangalore,2012,75000,Petrol,Manual,Second,16,1198,73,5,4
1216,1216,Honda City i-VTEC,Delhi,2010,76752,Petrol,Manual,First,17,1497,117,5,4
1217,1217,Honda City ZX,Mumbai,2005,56000,Petrol,Manual,Second,17,1497,78,5,1
1218,1218,Maruti Wagon R,Pune,2015,70000,CNG,Manual,First,26,998,58,5,4
1219,1219,Honda CR-V 2.4L,Kolkata,2013,46125,Petrol,Automatic,Second,12,2354,187,5,12
1220,1220,BMW 5 Series,Ahmedabad,2014,35000,Diesel,Automatic,Second,18,1995,190,5,23
1221,1221,Ambassador Classic Nova,Chennai,2003,80000,Diesel,Manual,Third,12,1489,35,5,1
1222,1222,Mahindra Scorpio VLX,Coimbatore,2012,62729,Diesel,Manual,First,12,2179,120,8,6
1223,1223,Volkswagen Vento Diesel,Kolkata,2012,34000,Diesel,Manual,First,20,1598,103,5,3
1224,1224,Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17,993,60,5,1
1225,1225,Maruti 800 DX,Jaipur,2009,32000,Petrol,Manual,First,16,796,37,4,1
1226,1226,Toyota Corolla Altis,Delhi,2017,21000,Petrol,Automatic,First,14,1798,138,5,18
1227,1227,BMW 3 Series,Pune,2013,49000,Petrol,Automatic,First,14,1997,245,5,19
1228,1228,Ford Ikon 1.3,Chennai,2007,40000,Petrol,Manual,Third,13,1299,70,5,1
1229,1229,Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,18,1199,79,5,2
1230,1230,Toyota Corolla Altis,Ahmedabad,2012,52000,Diesel,Manual,First,21,1364,86,5,6
1231,1231,Mahindra XUV500 W4,Bangalore,2014,65213,Diesel,Manual,First,16,2179,140,7,9
1232,1232,Hyundai Xcent 1.1,Mumbai,2016,170000,Diesel,Manual,First,24,1120,71,5,4
1233,1233,Mercedes-Benz E-Class 2015-2017,Kochi,2017,36884,Diesel,Automatic,First,13,2143,204,5,32
1234,1234,Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20,1197,78,5,2
1235,1235,Toyota Corolla Altis,Mumbai,2015,68000,Petrol,Automatic,Second,14,1798,138,5,10
1236,1236,Toyota Corolla 1.8,Kolkata,2014,40748,Petrol,Manual,First,14,1798,138,5,6
1237,1237,Audi Q3 2.0,Hyderabad,2013,60000,Diesel,Automatic,First,17,1968,184,5,21
1238,1238,Hyundai i20 Magna,Mumbai,2014,12400,Diesel,Manual,First,21,1396,88,5,5
1239,1239,Mercedes-Benz New C-Class,Mumbai,2013,87000,Diesel,Automatic,Second,19,2143,167,5,17
1240,1240,Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21,1248,73,5,4
1241,1241,Hyundai Creta 1.6,Coimbatore,2017,52383,Diesel,Manual,First,19,1582,126,5,15
1242,1242,Jaguar XE 2.0L,Delhi,2018,1000,Diesel,Automatic,First,13,1999,177,5,40
1243,1243,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14,2489,93,7,6
1244,1244,Toyota Innova 2.5,Ahmedabad,2014,47000,Diesel,Manual,First,12,2494,100,7,11
1245,1245,Toyota Camry 2.5,Pune,2018,17585,Petrol,Automatic,First,19,2494,157,5,32
1246,1246,Audi Q5 3.0,Coimbatore,2018,32496,Diesel,Automatic,First,13,2967,241,5,46
1247,1247,Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28,1248,74,5,6
1248,1248,Maruti Ertiga VDI,Chennai,2015,153000,Diesel,Manual,First,20,1248,88,7,5
1249,1249,Maruti Swift VXi,Chennai,2014,54000,Petrol,Manual,Second,16,1197,85,5,4
1250,1250,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20,1197,78,5,4
1251,1251,Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20,1197,78,5,3
1252,1252,Maruti Baleno Sigma,Kochi,2018,23714,Petrol,Manual,First,21,1197,83,5,7
1253,1253,Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16,1495,93,5,2
1254,1254,Honda Brio S,Ahmedabad,2012,50000,Petrol,Manual,First,19,1198,86,5,4
1255,1255,Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22,1248,74,5,7
1256,1256,Hyundai Xcent 1.2,Bangalore,2014,54000,Petrol,Manual,First,20,1197,81,5,6
1257,1257,Mahindra XUV500 W8,Kolkata,2013,43000,Diesel,Manual,First,16,2179,140,7,7
1258,1258,Mercedes-Benz E-Class E250,Delhi,2014,40000,Diesel,Automatic,First,13,2143,201,5,24
1259,1259,Land Rover Freelander,Bangalore,2010,125000,Diesel,Automatic,Second,0,2179,115,5,11
1260,1260,Mercedes-Benz New C-Class,Bangalore,2016,51944,Diesel,Automatic,First,19,2143,170,5,32
1261,1261,Hyundai i20 Asta,Kochi,2015,46950,Diesel,Manual,First,21,1396,88,5,6
1262,1262,Skoda Octavia Elegance,Mumbai,2015,23000,Diesel,Automatic,First,19,1968,141,5,16
1263,1263,Honda City 1.5,Mumbai,2014,54546,Petrol,Manual,First,17,1497,118,5,6
1264,1264,Toyota Fortuner 4x2,Kochi,2015,51535,Diesel,Automatic,First,12,2982,168,7,19
1265,1265,Audi Q3 2.0,Kolkata,2013,45000,Diesel,Automatic,First,17,1968,184,5,15
1266,1266,Maruti Alto K10,Hyderabad,2012,46004,Petrol,Manual,First,20,998,67,5,2
1267,1267,Tata Indigo eCS,Chennai,2011,124000,Diesel,Manual,First,23,1396,69,5,2
1268,1268,Audi A4 2.0,Kochi,2014,77395,Diesel,Automatic,First,17,1968,174,5,14
1269,1269,Maruti Alto 800,Mumbai,2018,10600,CNG,Manual,First,33,796,40,4,4
1270,1270,Honda City i-VTEC,Kochi,2018,22974,Petrol,Automatic,First,18,1497,117,5,12
1272,1272,Toyota Fortuner 2.8,Ahmedabad,2015,65012,Diesel,Manual,First,14,2755,174,7,19
1273,1273,Hyundai Grand i10,Ahmedabad,2017,17125,Petrol,Manual,First,18,1197,82,5,5
1274,1274,Maruti Eeco 7,Hyderabad,2015,90413,Petrol,Manual,First,15,1196,73,7,3
1275,1275,Volkswagen Polo Petrol,Bangalore,2013,37000,Petrol,Manual,First,16,1198,73,5,5
1276,1276,Maruti Wagon R,Jaipur,2006,65000,Petrol,Manual,First,18,1061,67,5,2
1277,1277,Honda City 1.5,Bangalore,2011,66000,Petrol,Manual,First,17,1497,118,5,5
1278,1278,Honda Civic 2010-2013,Mumbai,2010,86000,Petrol,Manual,First,14,1799,130,5,3
1279,1279,Honda City 1.5,Pune,2005,98437,Petrol,Manual,First,13,1493,100,5,1
1280,1280,Hyundai i20 1.2,Kolkata,2010,18000,Petrol,Manual,First,18,1197,80,5,2
1281,1281,Hyundai Grand i10,Kochi,2018,35070,Diesel,Manual,First,24,1120,70,5,6
1282,1282,Volkswagen Vento Petrol,Pune,2011,42000,Petrol,Automatic,Third,14,1598,103,5,3
1283,1283,Hyundai i10 Sportz,Kolkata,2009,40000,Petrol,Manual,First,20,1197,78,5,2
1284,1284,Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17,1197,80,5,2
1285,1285,Chevrolet Beat LS,Pune,2012,65000,Petrol,Manual,First,18,1199,79,5,2
1286,1286,Volkswagen Polo Diesel,Hyderabad,2013,74000,Diesel,Manual,First,22,1199,73,5,5
1287,1287,Ford Figo Petrol,Hyderabad,2010,51192,Petrol,Manual,First,15,1196,70,5,3
1288,1288,Audi TT 2.0,Kochi,2014,14262,Petrol,Automatic,First,9,1984,207,2,27
1289,1289,Honda City i,Jaipur,2015,66339,Diesel,Manual,Second,25,1498,98,5,7
1290,1290,Ford Figo Diesel,Hyderabad,2013,90200,Diesel,Manual,First,20,1399,68,5,4
1291,1291,Toyota Innova 2.5,Delhi,2015,57854,Diesel,Manual,First,12,2494,100,7,12
1292,1292,Maruti Ciaz 1.4,Delhi,2017,32000,Petrol,Automatic,First,19,1373,91,5,9
1293,1293,Hyundai Grand i10,Mumbai,2015,29631,Petrol,Automatic,First,18,1197,82,5,5
1295,1295,Ford EcoSport 1.0,Kochi,2014,54173,Petrol,Manual,First,18,999,123,5,6
1296,1296,Skoda Octavia Ambition,Ahmedabad,2014,50000,Petrol,Automatic,First,14,1798,177,5,14
1297,1297,Fiat Linea Emotion,Kolkata,2010,145000,Diesel,Manual,First,20,1248,91,5,3
1298,1298,Maruti Swift Lxi,Jaipur,2015,78000,Petrol,Manual,First,16,1298,88,5,4
1299,1299,Land Rover Discovery,Delhi,2013,65000,Diesel,Automatic,Second,11,2993,180,7,34
1300,1300,Toyota Innova 2.5,Hyderabad,2012,120000,Diesel,Manual,First,12,2494,102,7,12
1301,1301,Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28,1248,74,5,5
1302,1302,Audi A6 2011-2015,Kochi,2014,57456,Diesel,Automatic,First,17,1968,174,5,22
1303,1303,BMW 5 Series,Coimbatore,2012,44450,Diesel,Automatic,First,22,1995,190,5,25
1304,1304,Hyundai i20 Magna,Delhi,2013,63777,Petrol,Manual,First,18,1197,82,5,4
1305,1305,BMW X1 M,Mumbai,2016,31000,Diesel,Automatic,First,17,1995,190,5,30
1306,1306,Toyota Etios G,Delhi,2012,60000,Petrol,Manual,First,17,1496,88,5,3
1307,1307,Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,17,1405,70,5,3
1308,1308,Mercedes-Benz M-Class ML,Bangalore,2014,33000,Diesel,Automatic,Second,0,2987,165,5,43
1309,1309,Volkswagen Beetle 2.0,Mumbai,2009,27078,Petrol,Automatic,First,10,1984,114,4,16
1310,1310,Volkswagen Polo GT,Hyderabad,2011,57275,Diesel,Manual,First,19,1598,103,5,4
1311,1311,Hyundai Grand i10,Delhi,2014,45000,Diesel,Manual,First,24,1120,70,5,3
1312,1312,Maruti Swift VDI,Delhi,2014,57319,Diesel,Manual,First,25,1248,74,5,4
1313,1313,Hyundai Verna CRDi,Chennai,2008,121097,Diesel,Manual,Second,24,1396,88,5,2
1314,1314,BMW 5 Series,Mumbai,2011,89000,Diesel,Automatic,First,16,1995,218,5,17
1315,1315,Honda City 1.5,Bangalore,2012,72000,Petrol,Manual,First,17,1497,118,5,6
1316,1316,Audi A4 2.0,Delhi,2013,36000,Diesel,Automatic,Second,16,1968,147,5,14
1317,1317,Fiat Linea Classic,Jaipur,2013,86000,Diesel,Manual,Second,19,1248,75,5,2
1318,1318,Honda City 1.3,Ahmedabad,2002,85000,Petrol,Manual,First,13,1343,90,5,1
1320,1320,BMW 3 Series,Kochi,2013,37613,Diesel,Automatic,First,22,1995,190,5,14
1321,1321,Ford Fiesta 1.4,Chennai,2007,100000,Petrol,Manual,First,16,1388,68,5,2
1322,1322,Tata Nano XTA,Coimbatore,2016,5240,Petrol,Automatic,First,21,624,37,4,4
1323,1323,Maruti Eeco 5,Mumbai,2018,20000,CNG,Manual,First,15,1196,73,5,4
1324,1324,Maruti Ignis 1.2,Coimbatore,2019,16862,Petrol,Manual,First,20,1197,81,5,6
1325,1325,Maruti Swift Dzire,Coimbatore,2013,59254,Petrol,Manual,Second,17,1298,85,5,5
1326,1326,Ford Ecosport 1.5,Jaipur,2014,60000,Diesel,Manual,First,22,1498,89,5,6
1328,1328,Maruti Swift Dzire,Coimbatore,2014,47674,Petrol,Manual,First,19,1197,85,5,6
1329,1329,Hyundai i10 Sportz,Kochi,2014,61517,Petrol,Automatic,First,16,1197,78,5,4
